cod_ref	bib_ref	distigme_sampled	bar_sampled	background_sampled	distigme	distigme_loc	bar	bar_tot_length	bar_prot_length	gap	gap_loc	gap_length	trail	trail_length	high_dot	par_break	verse_break	Swan.ECM_avail	var_in_line	var_type	var_ref	notes
1235.A.41	Mt. 1:8			1	0		0			0			1	15	0	0	0	1	0			
1235.B.20	Mt. 1:11		1	0	0		1	3.5	2	0			1	3.4	1	1	0	1	0			
1236.A.25	Mt. 2:1-2			1	0		0			0			0		0	0	1	1	0			
1236.A.40	Mt. 2:4-5		0	1	0		1	3.5	1.5	1	M	3	0		0	0	1	1	0			
1236.A.6	Mt. 1:23	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.3	
1236.B.8	Mt. 2:6		1	0	0		1	4.5	3	0			0		1	1	0	1	0			
1236.C.7	Mt. 2:13			1	0		0			0			0		0	0	0	1	1	T3	NA28.4	
1237.A.1	Mt. 2:18	1		0	1	L	0			0			0		0	0	0	1	1	A2	NA28.4	
1237.A.25	Mt. 2:22			1	0		0			0			0		0	0	0	1	0			
1237.A.42	Mt. 3:3			1	0		0			0			0		0	0	0	1	1	R1	Swanson.21	
1237.B.22	Mt. 3:7			1	0		0			0			0		0	0	0	1	1	A1;O1	Swanson.22	
1237.B.37	Mt. 3:9-10	1	0	0	1	L	1	4	2	1	M	6	0		0	0	1	1	1	A1	NA28.6	evaluated by Payne
1237.C.30	Mt. 3:15-16	1	0	0	1	R	1	3	2	1	M	7	0		0	0	1	1	1	A1	NA28.6	evaluated by Payne
1237.C.38	Mt. 3:17			1	0		0			0			0		0	0	0	1	1	R2;MC	Swanson.25	
1238.A.42	Mt. 4:9-10		1	0	0		1	3.5	2	1	M	10	0		0	0	1	1	0			
1239.A.22	Mt. 5:6			1	0		0			0			0		0	0	0	1	0			
1239.B.42	Mt. 5:19			1	0		0			0			0		0		0	1	0			
1239.B.9	Mt. 5:13			1	0		0			0			0		0	0	0	1	1	O1	NA28.10	
1239.C.19	Mt. 5:22	1		0	1	R	0			0			0		0	0	0	1	1	A1	NA28.11	
1240.B.14	Mt. 5:36-37			1	0		0			0			0		0	0	1	1	1	T6;MC	NA28.12	
1240.C.1	Mt. 5:44	1		0	1	L	0			0			0		0	0	0	1	1	A9; A3	NA28.13	
1240.C.18	Mt. 5:47	1		0	1	L	0			0			0		0	0	0	1	1	R	NA28.13	
1240.C.38	Mt. 6:2			1	0		0			0			0		0	0	0	1	1	A1	NA28.14	
1240.C.41	Mt. 6:3			1	0		0			0			0		0	0	0	1	1	A1	Swanson.44	
1240.C.6	Mt. 5:45	1		0	1	L	0			0			0		0	0	0	1	0			
1241.A.36	Mt. 6:9	1		0	1	L	0			0			0		0	0	0	1	0			
1241.B.9	Mt. 6:13-14	1	0	0	1	L	1	4.5	3.5	1	M	6	0		0	1	1	1	1	A18;O1	NA28.15	evaluated by Payne
1241.C.7	Mt. 6:21	1		1	1	R	0			0			0		0	0	0	1	1	R	NA28.16	
1242.A.23	Mt. 6:31			1	0		0			0			0		0	0	0	1	1	O1	Swanson.52	
1242.B.29	Mt. 6:32-33			1	0		0			0			0		0	0	1	1	0			
1242.C.17	Mt. 7:13			1	0		0			0			0		0	0	0	1	1	O1	NA28.18	
1242.C.31	Mt. 7:16	1		0	1	L	0			0			0		0	0	0	1	0			
1242.C.40	Mt. 7:18			1	0		0			0			0		0	0	0	1	1	O7	Swanson.57	
1243.A.39	Mt. 7:26			1	0		0			0			0		0	M	0	1	1	R2/MC	NA28.19	
1243.A.9	Mt. 7:21			1	0		0			0			0		0	0	0	1	0			
1243.B.25	Mt. 8:3			1	0		0			0			0		0	0	0	1	0			
1243.C.11	Mt. 8:9	1		0	1	R	0			0			0		0	0	0	1	1	O1	NA28.20	
1243.C.17	Mt. 8:9			1	0		0			0			0		0	0	0	1	0			
1243.C.42	Mt. 8:14			1	0		0			0			0		0	0	0	1	1	A1	Swanson.63	
1244.A.22	Mt. 8:18	1		0	1	L	0			0			0		0		0	1	0			
1244.A.33	Mt. 8:20			1	0		0			0			0		0	0	0	1	0			
1244.A.8	Mt. 8:16			1	0		0			0			0		0	0	0	1	0			
1244.B.40	Mt. 8:30	1		0	1	L	0			0			0		0	0	0	1	1	A1	NA28.22	
1244.B.7	Mt. 8:24			1	0		0			0			0		0	0	0	1	1	A1	Swanson.66	
1244.C.40	Mt. 9:4	1		0	1	L	0			0			0		0		0	1	1	A2	NA28.23	
1245.B.12	Mt. 9:14		0	1	0		1	4.5	2	0			0		0	0	0	1	1	T2/R1	Swanson.73	
1245.B.6	Mt. 9:13-14	1	0	0	1	R	1	4	2.5	1	M	4.5	0		0	1	1	1	1	A2	NA28.24	evaluated by Payne
1245.C.30	Mt. 9:25	1		0	1	R	0			0			0		0	0	0	1	0			
1245.C.42	Mt. 9:28			1	0		0			0			0		0	0	0	1	0			
1246.B.20	Mt. 10:2			1	0		0			0			0		0	0	0	1	1	R1	Swanson.80	
1246.B.22	Mt. 10:2			1	0		0			0			0		0	0	0	1	0			
1246.B.30	Mt. 10:3-4	1		0	1	L	0			0			0		0	0	1	1	1	R	NA28.27	
1246.C.31	Mt. 10:13-14			1	0		0			0			0		0	0	1	1	1	R1;R1;R1;O2	Swanson.83	
1247.C.18	Mt. 10:35			1	0		0			0			0		0	0	0	1	0			
1247.C.21	Mt. 10:36-37		1	0	0		1	4	2.5	1	E	3.5	0		0	1	1	1	0			
1247.C.3	Mt. 10:32			1	0		0			0			0		0	0	0	1	1	O1	NA28.29	
1247.C.31	Mt. 10:39			1	0		0			0			0		0	0	0	1	0			
1247.C.42	Mt. 10:41			1	0		0			0			0		0	0	0	1	1	O10;MC	NA28.30;Swanson.91	
1249.A.26	Mt. 11:30			1	0		0			0			0		0	0	0	1	0			
1249.A.35	Mt. 12:1-2			1	0		0			1	E	2	0		0	0	1	1	1	T2	Swanson.102	
1249.B.36	Mt. 12:11			1	0		0			0			0		0	0	0	1	1	A1	Swanson.105	
1250.A.2	Mt. 12:23	1		0	1	L	0			0			0		0	0	0	1	1	A1;MC	Swanson.108	
1250.A.24	Mt. 12:27			1	0		0			0			0		0	0	0	1	1	T4	NA28.35	
1250.B.2	Mt. 12:31			1	0		0			0			0		0	0	0	1	1	O1;O7	Swanson.110	
1250.C.39	Mt. 12:43			1	0		0			0			0		0	0	0	1	1	R1/MC	Swanson.114	
1251.B.24	Mt. 13:8			1	0		0			0			0		0	0	0	1	0			
1251.C.17	Mt. 13:15			1	0		0			0			1	3	0	0	0	1	0			
1252.B.24	Mt. 13:31			1	0		0			0			0		0	0	0	1	1	R1	Swanson.125	
1252.C.1	Mt. 13:33			1	0		0			0			0		0	0	0	1	1	R1	Swanson.126	
1252.C.34	Mt. 13:39			1	0		0			0			0		0	0	0	1	1	O6	NA28.41	
1253.A.16	Mt. 13:44			1	0		0			0			0		0	1	0	1	1	A1	NA28.41	
1253.A.38	Mt. 13:47	1		0	1	R	0			0			0		0	0	0	1	1	MC	Swanson.130	
1253.B.29	Mt. 13:54			1	0		0			0			0		0	0	0	1	0			
1253.B.39	Mt. 13:55	1		0	1	L	0			0			0		0	0	0	1	1	MC;R	NA28.42	
1253.C.26	Mt. 14:4			1	0		0			0			0		0	0	0	1	1	O2/T3	NA28.43	
1254.B.27	Mt. 14:22			1	0		0			0			0		0	0	0	1	1	O1	NA28.45	
1254.C.26	Mt. 14:30-31		0	1	0		1	3.5	3	1	B	4	0		1	0	1	1	1	O1;R	Swanson.140	
1254.C.33	Mt. 14:32-33			1	0		0			1	M	2	0		0	0	1	1	1	O3	Swanson.140	
1255.A.18	Mt. 15:2-3		0	1	0		1	4	2.5	1	M	4	0		0	0	1	1	1	MC	Swanson.142	
1255.A.35	Mt. 15:6		1	0	0		1	3.5	1	0			0		0	0	0	1	0			
1255.B.23	Mt. 15:14	1		1	1	L	0			0			0		0	0	0	1	1	R;T	NA28.47	
1255.B.3	Mt. 15:9	1	0	0	1	L	1	4	2	0			1	11.5	0	1	0	1	0			evaluated by Payne
1255.B.30	Mt. 15:15-16		0	1	0		1	4	2	1	M	3.5	0		0	0	1	1	1	A1;A1	NA28.48	
1255.B.5	Mt. 15:10			1	0		0			0			0		0	0	0	1	1	MC	Swanson.144	
1255.C.1	Mt. 15:19	1		0	1	R	0			0			0		0	0	0	1	1	T	Swanson.146	
1255.C.25	Mt. 15:24			1	0		0			0			0		0	0	0	1	0			
1256.B.37	Mt. 16:5-6		1	0	0		1	4.5	2	1	E	4	0		0	0	1	1	1	T	NA28.50	
1256.C.27	Mt. 16:13			1	0		0			0			0		0	1	0	1	1	R1/T2/R1;O1	Swanson.156	
1257.A.23	Mt. 16:20			1	0		0			0			0		0	0	0	1	1	A1	NA28.52	
1257.B.15	Mt. 16:25-26		1	0	0		1	4.5	2.5	1	E	4.5	0		1	0	1	1	1	R;R;O11	Swanson.160	
1257.B.8	Mt. 16:24			1	0		0			0			0		0	0	0	1	1	MC	Swanson.160	
1257.C.32	Mt. 17:7			1	0		0			0			0		0	0	0	1	1	MC	Swanson.163	
1257.C.7	Mt. 17:2-3	1		0	1	R	0			0			0		0	0	1	1	1	R	NA28.52	
1258.A.14	Mt. 17:12		1	0	0		1	4	3	0			0		0	0	0	1	1	O2;R;A1;T	Swanson.165;NA28.54	
1258.A.9	Mt. 17:11			1	0		0			0			0		0	0	0	1	1	A1;MC/R/A1	NA28.54	
1258.B.40	Mt. 17:25			1	0		0			0			0		0	0	0	1	0			
1258.C.22	Mt. 18:3			1	0		0			0			0		0	0	0	1	1	O10	Swanson.170	
1258.C.4	Mt. 17:27			1	0		0			0			0		0	0	0	1	1	MC	NA28.56	
1259.A.10	Mt. 18:8	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.56	
1259.A.33	Mt. 18:10-12	1	1	0	1	L	1	5	3	1	E	3	0		0	1	1	1	1	A11	NA28.57	evaluated by Payne
1259.C.38	Mt. 18:28			1	0		0			0			0		0	0	0	1	0			
1260.A.34	Mt. 18:35	1		0	1	L	0			0			0		0	1	0	1	1	A3	NA28.59	
1260.A.9	Mt. 18:30-31		1	0	0		1	5	2.5	1	M	4.5	0		0	0	1	1	1	R;R;T3	Swanson.179	
1260.B.15	Mt. 19:5			1	0		0			0			0		0	0	0	1	1	A1;A1	Swanson.182	
1260.B.38	Mt. 19:9		0	1	0		1	4	1.5	0			0		0	1	0	1	1	MC	NA28.60	
1260.C.15	Mt. 19:12-13		1	0	0		1	5	1.5	1	M	5	0		0	1	1	1	1	MC	NA28.61	
1260.C.33	Mt. 19:17	1		0	1	L	0			0			0		0	0	0	1	1	O4/A4	NA28.61	
1261.A.32	Mt. 19:25-26		1	0	0		1	4	1.5	0			0		0	1	1	1	1	T	NA28.62	
1261.A.5	Mt. 19:20			1	0		0			0			0		0	0	0	1	1	T2;A3	NA28.61	
1261.B.40	Mt. 20:4-5			1	0		0			0			0		0	0	1	1	1	O1;R1;O1;O9	Swanson.190	
1261.C.11	Mt. 20:7-8		0	1	0		1	4.5	2	1	B	4	0		0	M	1	1	1	A1;A7	NA28.63	
1261.C.9	Mt. 20:7	1		0	1	R	0			0			0		0	0	0	1	0			
1262.A.35	Mt. 20:21		1	0	0		1	4.5	2	0			0		0	0	0	1	1	O1	NA28.65	
1262.B.2	Mt. 20:23			1	0		0			0			0		0	0	0	1	1	R1	NA28.23	
1262.C.25	Mt. 21:3	1	1	0	1	L	1	4.5	1.5	0			1	4	0	0	0	1	1	MC	NA28.67	evaluated by Payne
1263.C.28	Mt. 21:26-27		1	0	0		1	4	1.5	1	E	2.5	0		0	0	1	1	1	T	NA28.69	
1264.B.7	Mt. 21:37	1		0	1	L	0			0			0		0	0	0	1	0			
1265.A.3	Mt 22:7			1	0		0			0			0		0	0	0	1	0			
1265.A.5	Mt. 22:7-8		1	0	0		1	5.5	2.5	1	B	5	0		0	0	1	1	0			
1265.B.35	Mt. 22:23-24			1	0		0			0			0		0	0	1	1	1	R1	Swanson.217	
1265.C.30	Mt. 22:32	1		0	1	R	0			1	M	3	0		0	0	0	1	1	O2	NA28.74	
1265.C.39	Mt. 22:34-35		1	0	0		1	4.5	2.5	1	M	4	0		0	0	1	1	1	R	NA28.74	
1266.A.20	Mt. 22:42			1	0		0			0			0		0	0	0	1	1	O2;O1;O5	Swanson.221	
1266.A.31	Mt. 22:45-46			1	0		0			0			0		0	0	1	1	1	MC	Swanson.221	
1266.B.2	Mt. 23:3	1		0	1	L	0			0			0		0	0	0	1	1	A1;MC	NA28.75	
1266.B.29	Mt. 23:8	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.76	
1266.B.32	Mt. 23:8-9		0	1	0		1	4	2	1	E	4	0		0	0	1	1	1	O5	Swanson.224	
1266.B.4	Mt. 23:3			1	0		0			0			0		0	0	0	1	0			
1266.C.5	Mt. 23:13			1	0		0			0			0		0	0	0	1	1	O1;MC	Swanson.225	
1267.A.12	Mt. 23:23			1	0		0			0			0		0	0	0	1	0			
1267.A.21	Mt. 23:24		1	0	0		1	4.5	2	0			0		0	1	0	1	0			
1267.B.15	Mt. 23:30			1	0		0			0			0		0	0	0	1	0			
1267.B.35	Mt. 23:34			1	0		0			0			0		0	0	0	1	1	T3;O8	Swanson.230	
1268.A.17	Mt. 24:6-7	1	0	0	1	L	1	4	3	1	E	4.5	0		0	0	1	1	1	R;O1;MC	Swanson.234	evaluated by Payne
1268.B.13	Mt. 24:15-16		1	0	0		1	5	2.5	1	M	3.5	0		0	0	1	1	0			
1268.B.23	Mt. 24:19			1	0		0			0			0		0	0	0	1	1	MC	NA28.80	
1268.B.37	Mt. 24:22			1	0		0			0			0		0	0	0	1	1	MC	Swanson.237	
1268.C.19	Mt. 24:28-29			1	0		0			1	E	3	0		0	1	1	1	1	A1	Swanson.238	
1268.C.7	Mt. 24:26			1	0		0			0			0		0	0	0	1	1	O1;R1	Swanson.238	
1269.A.23	Mt. 24:35			1	0		0			0			0		0	0	0	1	1	O13	NA28.81	
1269.A.7	Mt. 24:31-32		0	1	0		1	5.5	4	1	M	4.5	0		0	M	1	1	1	A15	NA28.81	
1269.B.42	Mt. 24:49	1		0	1	L	0			0			0		0	0	0	1	1	MC;R;MC	Swanson.244	
1269.C.36	Mt. 25:7-8		1	0	0		1	4	2.5	1	M	3.5	0		0	0	1	1	1	R	NA28.83	
1269.C.37	Mt. 25:8			1	0		0			0			0		0	0	0	1	0			
1270.A.18	Mt. 25:13	1		0	1	L	0			0			0		0	0	0	1	0			
1270.A.34	Mt. 25:17			1	0		0			0			0		0	0	0	1	1	O1	NA28.84	
1270.B.17	Mt. 25:22			1	0		0			0			0		0	0	0	1	1	R1;MC	Swanson.249	
1270.C.32	Mt. 25:33-34	1		0	1	L	0			0			0		0	M	1	1	1	A1	NA28.86	
1271.A.37	Mt. 25:43-44		0	1	0		1	5.5	2.5	1	E	2	0		0	0	1	1	1	R	Swanson.254	
1271.A.40	Mt. 25:44			1	0		0			0			0		0	0	0	1	1	A1	Swanson.254	
1271.B.34	Mt. 26:7			1	0		0			0			0		0	0	0	1	1	O1;T3	Swanson.256	
1272.A.35	Mt. 26:26	1		0	1	L	0			0			0		0	0	0	1	0			
1272.A.4	Mt. 26:19-20		1	0	0		1	4.5	2.5	1	M	6.5	0		0	1	1	1	1	O4;MC	Swanson.259	
1272.B.11	Mt. 26:30			1	0		0			0			0		0	0	0	1	0			
1272.B.2	Mt. 26:28-29			1	0		0			0			0		0	0	1	1	0			
1272.C.15	Mt. 26:39			1	0		0			0			0		0	0	0	1	0			
1272.C.21	Mt. 26:40			1	0		0			1	M	3	0		0	0	0	1	1	T	Swanson.265	
1272.C.35	Mt. 26:42-43	1		0	1	L	0			0			0		0	0	1	1	1	T	NA28.90	
1272.C.5	Mt. 26:37-38		1	0	0		1	4.5	2.5	1	M	3.5	0		0	0	1	1	0			
1273.A.30	Mt. 26:50			1	0		0			0			0		0	0	0	1	1	O1;R2;T10	Swanson.268	
1273.B.19	Mt. 26:56		1	0	0		1	4.5	1	0			1	2	0	M	0	1	1	O1	NA28.92	
1273.B.41	Mt. 26:60	1		0	1	R	0			0			0		0	0	0	1	1	T	NA28.92	
1274.A.21	Mt. 26:75	1		0	1	L	0			0			0		0	0	0	1	1	A1;R	Swanson.275	
1274.B.27	Mt. 27:10-11		1	0	0		1	4.5	2	1	E	5	0		0	1	1	1	1	A1	Swanson.277	
1274.C.29	Mt. 27:21			1	0		0			0			0		0	0	0	1	1	O1;R1	Swanson.280	
1275.A.42	Mt. 27:31-32		1	0	0		1	3.5	1	1	M	6	0		0	0	1	1	1	MC	Swanson.282	
1275.B.16	Mt. 27:35-36	1		0	1	L	0			0			0		0	0	1	1	1	A19	NA28.97	
1275.B.25	Mt. 27:38			1	0		0			0			0		0	0	0	1	0			
1275.C.10	Mt. 27:44-45		0	1	0		1	4.5	1.5	1	E	2	0		0	1	1	1	1	MC;A1	Swanson.285	
1276.A.18	Mt. 27:55	0		1	1	L	0			0			0		0	0	0	1	1	O1;T3	Swanson.288	
1276.A.37	Mt. 27:58-59		1	0	0		1	4.5	2.5	1	M	4	0		0	M	1	1	1	A4	NA28.99	
1276.B.1	Mt. 27:60			1	0		0			0			0		0	0	0	1	0			
1276.B.3	Mt. 27:60			1	0		0			0			0		0	0	0	1	1	MC;A1	Swanson.290	
1276.C.31	Mt. 28:8	1		0	1	L	0			0			0		0	0	0	1	0			
1277.A.2	Mt. 28:10-11		1	0	0		1	4	2.5	1	B	6.5	0		0	1	1	1	1	MC	NA28.101	
1277.B.3	Mt. 28:19-20			1	0		0			0			0		0	0	1	1	0			
1277.C.12	Mk. 1:3-4		1	0	0		1	4	2	1	B	3.5	0		0	0	1	1	1	R;A71	NA28.102; Swanson.7	
1277.C.3	Mk. 1:2	1		0	1	R	0			0			0		0	0	0	1	1	T;R	NA28.102	
1278.A.6	Mk. 1:10	1		0	1	L	0			0			0		0	0	0	1	1	A2	NA28.103	
1278.B.27	Mk. 1:24	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.104	
1278.C.11	Mk. 1:30			1	0		0			0			0		0	0	0	1	1	A1;T5	Swanson.17	
1279.A.1	Mk. 1:37-38		1	0	0		1	4.5	2.5	1	M	7	0		0	0	1	1	1	T	NA28.106	
1279.A.27	Mk. 1:44	1		1	1	L	0			0			0		0	0	0	1	1	T;R	Swanson.22	
1279.B.20	Mk. 2:5	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.108	
1279.C.41	Mk. 2:16-17	1	1	0	1	R	1	5	3	1	E	5.5	0		0	0	1	1	1	MC;A2;A5	NA28.109	evaluated by Payne
1280.A.32	Mk. 2:21			1	0		0			0			0		0	0	0	1	1	R;A1	Swanson.32	
1280.B.20	Mk. 2:26	1		0	1	L	0			0			0		0	0	0	1	1	MC;A1	NA28.110	
1280.B.8	Mk. 2:24			1	0		0			0			0		0	0	0	1	1	A1;R1;T5	Swanson.34	
1280.C.10	Mk. 3:5-6	0	1	0	1	L	1	4	2.5	1	M	5	0		1	M	1	1	1	A4;R	Swanson.37	evaluated by Payne
1281.B.11	Mk. 3:24			1	0		0			0			0		0	0	0	1	1	O1/MC;O11;MC2/T4	Swanson.45	
1281.C.18	Mk. 3:35-4:1		1	0	0		1	4.5	2.5	1	E	5	0		0	1	1	1	1	A1;T3;O239	Swanson.49(46-52)	
1281.C.24	Mk. 4:1			1	0		0			0			0		0	0	0	1	1	T	NA28.114	
1282.A.20	Mk. 4:10	1		0	1	L	0			0			0		0	0	0	1	1	R	NA28.115	
1282.A.8	Mk. 4:7			1	0		0			0			0		0	0	0	1	1	MC	Swanson.51	
1282.B.1	Mk. 4:15			1	0		0			0			0			0	0	1	1	MC;A1;R	Swanson.54	
1282.C.42	Mk. 4:32			1	0		0			0			0		0	0	0	1	1	MC?	Swanson.61	
1283.A.34	Mk. 4:39-40		0	1	0		1	4	2	1	E	5	0		0	0	1	1	1	T2;O1;MC	Swanson.64	
1283.A.40	Mk. 4:40			1	0		0			0			0		0	0	0	1	1	T3;O1	Swanson.65	
1283.A.8	Mk. 4:34			1	0		0			0			0		0	0	0	1	1	R1	NA28.118	
1283.A.9	Mk. 4:34-35		1	0	0		1	4	2.5	1	B	7	0		0	1	1	1	1	R	NA28.118	
1283.C.4	Mk. 5:11-12	1		0	1	R	0			0			0		0	0	1	1	1	MC/T	Swanson.68	
1284.A.4	Mk. 5:19-20		1	0	0		1	4.5	3	1	E	6	0		0	0	1	1	1	A1;MC;A2	Swanson.71	
1284.B.36	Mk. 5:36			1	0		0			0			0		0	0	0	1	1	A1;R1	NA28.122	
1284.C.2	Mk. 5:37-38		1	0	0		1	5	1.5	1	E	4.5	0		0	0	1	1	1	A1;R;MC	Swanson.77	
1285.A.14	Mk. 6:4	1		0	1	L	0			0			0		0	0	0	1	1	O1;O1	Swanson.81	
1285.B.12	Mk. 6:11-12	0	1	0	1	L	1	5.5	4	1	M	5	0		0	0	1	1	1	A16	NA28.124	evaluated by Payne
1285.B.19	Mk. 6:14			1	0		0			0			0		0	0	0	1	1	T3;A3	Swanson.85	
1285.B.20	Mk. 6:14			1	0		0			0			0		0	0	0	1	0			
1285.C.21	Mk. 6:22			1	0		0			0			0		0	0	0	1	1	R1/A1	NA28.125	
1286.A.37	Mk. 6:33	1		0	1	L	0			0			0		0	0	0	1	1	MC;MC;MC;A2	Swanson.93	
1286.B.17	Mk. 6:36-37		1	0	0		1	5	3	1	M	6.5	0		0	0	1	1	1	MC;A2;R; O17	Swanson.95	
1287.B.31	Mk. 7:7-8		1	0	0		1	3.5	1.5	1	B	4.5	0		0	1	1	1	1	A9;A1	NA28.130	
1287.C.14	Mk. 7:13-14	1	1	1	1	R	1	4.5	2	1	M	6.5	0		0	1	1	1	1	A1	Swanson.108	evaluated by Payne
1287.C.2	Mk. 7:11			1	0		0			0			0		0		0	1	1	A1	Swanson.107	
1288.A.24	Mk. 7:25			1	0		0			0			0		0	0	0	1	1	T4/A1	NA28.132	
1288.A.41	Mk. 7:28	1		0	1	L	0			0			0		0	0	0	1	1	O1;A1;A1	NA28.132	
1288.B.19	Mk. 7:32			1	0		0			0			0		0	0	0	1	0			
1288.B.20	Mk. 7:32	1		0	1	L	0			0			0		0	0	0	1	1	O1	NA28.133	
1289.A.10	Mk. 8:10-11	1		0	1	L	0			0			0		0	1	1	1	1	R	NA28.134	
1289.A.24	Mk. 8:13			1	0		0			0			0		0	0	0	1	1	MC;R1;T3	Swanson.123	
1289.B.16	Mk. 8:21-22		1	0	0		1	4	2.5	1	E	3	0		0	1	1	1	1	R	NA28.136	
1289.C.16	Mk. 8:29-30	1		0	1	R	0			0			0		0	0	1	1	1	A6	NA28.137	
1289.C.35	Mk. 8:33			1	0		0			0			0		0	0	0	1	1	O1	Swanson.131	
1290.A.15	Mk. 8:36			1	0		0			0			0		0	0	0	1	1	MC	NA28.137	
1290.A.30	Mk. 9:1			1	0		0			0			0		0	0	0	1	0			
1290.B.14	Mk. 9:5	1		0	1	L	0			0			0		0	0	0	1	1	R;O1;A2;MC	Swanson.136	
1290.B.34	Mk. 9:9			1	0		0			0			0		0	0	0	1	1	O2;T3;R3	Swanson.138	
1291.A.19	Mk. 9:22-23		1	0	0		1	4.5	2.5	1	E	1.5	0		0	0	1	1	1	A1	Swanson.144	
1291.B.40	Mk. 9:36			1	0		0			0			0		0	0	0	1	1	MC	Swanson.149	
1291.C.24	Mk. 9:41			1	0		0			0			0		0	0	0	1	1	A2	NA28.142	
1291.C.29	Mk. 9:42			1	0		0			0			0		0	0	0	1	1	O1/R1	NA28.142	
1292.A.2	Mk. 9:43			1	0		0			0			0		0	0	0	1	1	O5;A1/R1;MC;O3	Swanson. 153	
1292.A.22	Mk. 9:49-50			1	0		0			1	M	4.5	0		0	0	1	1	1	T/A4/R;MC	NA28.143	
1292.A.27	Mk. 9:50-10:1		1	0	0		1	4	3	1	E	7	0		0	1	1	1	1	MC	Swanson.155	
1292.B.37	Mk. 10:14			1	0		0			0			0		0	0	0	1	0			
1292.C.13	Mk. 10:18			1	0		0			0			0		0	0	0	1	1	A1	Swanson.161	
1292.C.30	Mk. 10:21-22	1		0	1	L	0			1	M	4.5	0		0	0	1	1	1	A4	NA28.145	
1293.A.22	Mk. 10:28-29		1	0	0		1	4	2	1	E	3	0		0	0	1	1	1	MC;A2/R1	NA28.146	
1293.A.24	Mk. 10:29			1	0		0			0			0		0	0	0	1	1	R2	Swanson.165	
1293.A.28	Mk. 10:29			1	0		0			0			0		0	0	0	1	1	O2;R1;A1	Swanson.165	
1294.A.29	Mk. 11:1			1	0		0			0			1	20		0	0	1	0			
1294.A.30	Mk. 11:1			1	0		0			0			0		0	0	0	1	1	MC	NA28.148	
1294.B.11	Mk. 11:5	1		0	1	L	0			0			0		0	0	0	1	0			
1294.B.32	Mk. 11:10-11		1	1	0		1	4.5	2	1	E	4.5	0		0	1	1	1	0			
1295.A.19	Mk. 11:23-24		0	1	0		1	4.5	3	1	E	6.5	0		0	0	1	1	1	R/T	NA28.151	
1295.A.41	Mk. 11:28			1	0		0			0			0		0	0	0	1	1	T4	NA28.151	
1295.B.18	Mk. 11:32			1	0		0			0			0		0	0	0	1	1	T2/O1/R1	NA28.152	
1295.B.22	Mk. 11:33			1	0		0			0			0		0	0	0	1	1	MC/T4	Swanson.189	
1295.C.12	Mk. 12:6	1		0	1	R	0			0			0		0	0	0	1	1	O1;T	Swanson.192	
1296.A.16	Mk. 12:14-15		1	0	0		1	4	2	1	M	5	0		0	1	1	1	1	O4	NA28.154	
1296.C.35	Mk. 12:35			1	0		0			0			0		0	0	0	1	1	O2;MC;T?	Swanson.203	
1297.A.10	Mk. 12:38			1	0		0			0			0		0	0	0	1	0			
1297.A.38	Mk. 12:43			1	0		0			0			0		0	0	0	1	1	MC	NA28.157	
1297.B.25	Mk. 13:4			1	0		0			0			0		0	0	0	1	1	MC;T4	NA28.158	
1297.B.26	Mk. 13:4-5		1	0	0		1	4	1.5	1	M	5.5	0		0	M	1	1	1	T/A1/O2	NA28.158	
1297.B.29	Mk. 13:5-6			1	0		0			0			0		0	0	1	1	1	A1	NA28.158	
1297.C.28	Mk. 13:13			1	0		0			0			0		0	0	0	1	1	MC	Swanson.213	
1297.C.33	Mk. 13:14	1		0	1	R	0			0			0		0	0	0	1	1	O2;A6;MC	Swanson.213	
1298.A.20	Mk. 13:20			1	0		0			0			0		0	0	0	1	1	A1	Swanson.215	
1298.A.8	Mk. 13:18			1	0		0			0			0		0	0	0	1	1	T/MC/A6	NA28.159	
1298.B.41	Mk. 13:34	0		1	1	L	0			0			0		0	0	0	1	1	T5;A1;MC	Swanson.220	
1298.C.21	Mk. 14:2-3		0	1	0		1	4.5	3	1	B	5	0		0	1	1	1	1	MC;R1	Swanson.221-222	
1298.C.35	Mk. 14:4-5			1	0		0			0			0		0	0	1	1	1	O1;MC;O1	Swanson.223	
1299.B.12	Mk. 14:15-16		1	0	0		1	4.5	2.5	0			0		0	0	1	1	1	MC;R	Swanson.226	
1299.B.28	Mk. 14:19-20	1		1	1	L	0			0			0		0	0	1	1	1	A2	NA28.163	
1300.A.23	Mk. 14:36			1	0		0			0			0		0	0	0	1	1	MC	NA28.165	
1300.A.37	Mk. 14:39	1		0	1	L	0			0			1	2	0	M	0	1	1	T	Swanson.235	
1300.B.14	Mk. 14:43			1	0		0			0			0		0	1	0	1	1	O2;MC;T2	Swanson.236	
1300.B.19	Mk. 14:43			1	0		0			0			0		0	0	0	1	1	A1;R1	Swanson.237	
1300.B.33	Mk. 14:46	1		0	1	L	0			0			0		0	0	0	1	1	A2/T	NA28.166	
1300.B.7	Mk. 14:41	1		0	1	L	0			0			0		0	0	0	1	1	A3	NA28.165	
1300.C.22	Mk. 14:54			1	0		0			0			0		0	0	0	1	1	T5;O1;MC	Swanson.240	
